participant,list,discriminability,phase,relevance,response,sufficient,hex,trial,matCode,matLabel,colLabel,accurate,non_filler_count,overdescription,adjective,dimOfOverDescription
participant035,list3,high,description,relevant,wood,sound,#4fc0f8,filler,metal_wood_08,wood,blue,TRUE,1,FALSE,material,NA
participant035,list3,high,description,base,wood,sound,#4ff889,critical,metal_wood_08,wood,green,TRUE,1,FALSE,material,NA
participant035,list3,high,description,base,green,color,#4ff889,critical,metal_wood_01,metal,green,TRUE,1,FALSE,color,NA
participant035,list3,low,description,relevant,green,color,#50f5de,critical,metal_wood_08,wood,green,TRUE,1,FALSE,color,NA
participant036,list2,high,description,relevant,the wooden bat,sound,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,1,FALSE,material,NA
participant036,list2,high,description,relevant,the metal bat,sound,#f8884f,filler,metal_wood_00,metal,orange,TRUE,1,FALSE,material,NA
participant036,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant036,list2,low,description,relevant,the orange bat,color,#faa650,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant036,list2,low,description,relevant,the yellow bat,color,#fab150,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant036,list2,low,description,irrelevant,the metal bat,sound,#faa650,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,material,NA
participant036,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_03,metal,yellow,TRUE,1,FALSE,color,NA
participant036,list2,high,description,relevant,the orange bat,color,#f8884f,filler,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant036,list2,low,description,irrelevant,the wooden bat,sound,#fab150,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,material,NA
participant036,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant036,list2,low,description,irrelevant,the metal bat,sound,#fab150,critical,metal_wood_00,metal,yellow,TRUE,1,FALSE,material,NA
participant036,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_00,metal,yellow,TRUE,1,FALSE,color,NA
participant036,list2,low,description,relevant,the metal bat,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,FALSE,1,FALSE,material,NA
participant036,list2,low,description,relevant,the orange bat,color,#faa650,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,color,NA
participant036,list2,low,description,irrelevant,the wooden bat,sound,#fab150,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,material,NA
participant036,list2,high,description,relevant,the yellow bat,color,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant036,list2,high,description,relevant,the metal bat,sound,#f8884f,filler,metal_wood_01,metal,orange,TRUE,1,FALSE,material,NA
participant036,list2,high,description,base,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant036,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,1,FALSE,color,NA
participant036,list2,low,description,relevant,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_03,metal,yellow,TRUE,2,TRUE,color & material,color
participant036,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_03,metal,yellow,TRUE,1,FALSE,color,NA
participant036,list2,high,description,base,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,2,TRUE,color & material,color
participant036,list2,high,description,relevant,the metal bat,sound,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,1,FALSE,material,NA
participant036,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant036,list2,high,description,relevant,the orange wooden bat,sound,#f8884f,filler,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant036,list2,high,description,base,the orange metal bat,color,#f8884f,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,material
participant036,list2,high,description,base,the orange bat,color,#f8884f,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant036,list2,high,description,relevant,the orange bat,color,#f8884f,filler,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant036,list2,high,description,relevant,the yellow bat,color,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant036,list2,low,description,relevant,the orange bat,color,#faa650,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant036,list2,low,description,irrelevant,the orange metal bat,sound,#faa650,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,color
participant036,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant036,list2,high,description,base,the orange bat,color,#f8884f,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant036,list2,low,description,relevant,the orange bat,color,#faa650,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,color,NA
participant036,list2,low,description,relevant,the orange wooden bat ,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant036,list2,high,description,base,the orange wooden bat,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant036,list2,low,description,relevant,the yellow bat,color,#fab150,critical,metal_wood_00,metal,yellow,TRUE,1,FALSE,color,NA
participant036,list2,low,description,relevant,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_03,metal,yellow,TRUE,2,TRUE,color & material,color
participant036,list2,low,description,relevant,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_03,metal,yellow,TRUE,2,TRUE,color & material,color
participant036,list2,high,description,relevant,the yellow bat,color,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant036,list2,high,description,base,the orange wooden bat,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant036,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant036,list2,low,description,irrelevant,orange metal bat,sound,#fab150,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant036,list2,low,description,relevant,the orange wooden bat,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant036,list2,low,description,relevant,orange metal bat,sound,#f8884f,critical,metal_wood_03,metal,orange,TRUE,2,TRUE,color & material,color
participant036,list2,low,description,irrelevant,orange bat,color,#f8884f,critical,metal_wood_03,metal,orange,TRUE,1,FALSE,color,NA
participant036,list2,high,description,relevant,the wooden bat,sound,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,1,FALSE,material,NA
participant036,list2,low,description,irrelevant,orange bat,color,#f8884f,critical,metal_wood_03,metal,orange,TRUE,1,FALSE,color,NA
participant036,list2,high,description,base,orange bat,color,#f8884f,critical,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant036,list2,high,description,base,yellow metal bat,sound,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,2,TRUE,color & material,color
participant036,list2,low,description,irrelevant,orange wooden bat,sound,#faa650,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant036,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_09,wood,yellow,TRUE,1,FALSE,color,NA
participant036,list2,low,description,relevant,orange wooden bat,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant036,list2,high,description,relevant,orange bat,color,#f8884f,filler,metal_wood_01,metal,orange,TRUE,1,FALSE,color,NA
participant036,list2,high,description,base,orange wooden bat,sound,#f8884f,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant037,list2,high,description,relevant,the orange bat,color,#f8884f,filler,metal_wood_00,metal,orange,TRUE,1,FALSE,color,NA
participant037,list2,high,description,relevant,the yellow wooden bat,sound,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant037,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,1,FALSE,color,NA
participant037,list2,low,description,relevant,yellow wood bat,sound,#f8dc4f,critical,metal_wood_05,wood,yellow,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,relevant,the orange bat,color,#faac50,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant037,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_05,wood,yellow,TRUE,1,FALSE,color,NA
participant037,list2,high,description,base,the orange bat,color,#f8884f,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,color,NA
participant037,list2,low,description,relevant,the orange bat,color,#faac50,critical,metal_wood_09,wood,orange,TRUE,1,FALSE,color,NA
participant037,list2,high,description,relevant,the yellow bat,color,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant037,list2,high,description,base,the orange wooden bat,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant037,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant037,list2,low,description,relevant,the yellow bat,color,#fac250,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant037,list2,low,description,relevant,the orange bat,color,#faac50,critical,metal_wood_01,metal,orange,TRUE,1,FALSE,color,NA
participant037,list2,high,description,relevant,the orange metal bat,sound,#f8884f,filler,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,color
participant037,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,1,FALSE,color,NA
participant037,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_03,metal,yellow,TRUE,1,FALSE,color,NA
participant037,list2,low,description,irrelevant,the orange metal bat,sound,#faac50,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,relevant,the orange metal bat,sound,#f8884f,critical,metal_wood_03,metal,orange,TRUE,2,TRUE,color & material,color
participant037,list2,high,description,base,the orange metal bat,sound,#f8884f,critical,metal_wood_00,metal,orange,TRUE,2,TRUE,color & material,color
participant037,list2,high,description,base,the orange wooden bat,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,relevant,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_03,metal,yellow,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,relevant,the orange metal bat,sound,#f8884f,critical,metal_wood_03,metal,orange,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_05,wood,orange,TRUE,1,FALSE,color,NA
participant037,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_03,metal,orange,TRUE,1,FALSE,color,NA
participant037,list2,low,description,irrelevant,the orange wooden bat,sound,#fac250,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_05,wood,yellow,TRUE,1,FALSE,color,NA
participant037,list2,low,description,relevant,the orange metal bat,sound,#f8884f,critical,metal_wood_03,metal,orange,TRUE,2,TRUE,color & material,color
participant037,list2,high,description,relevant,the yellow bat,color,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,1,FALSE,color,NA
participant037,list2,high,description,base,the orange bat,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant037,list2,high,description,relevant,the yellow metal bat,sound,#f8dc4f,filler,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,irrelevant,the orange wooden bat,sound,#faac50,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant037,list2,high,description,relevant,the yellow metal bat,sound,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,2,TRUE,color & material,color
participant037,list2,high,description,base,the orange wooden bat,sound,#f8884f,critical,metal_wood_08,wood,orange,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,irrelevant,the orange wooden bat,sound,#fac250,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant037,list2,high,description,base,the yellow wooden bat,sound,#f8dc4f,critical,metal_wood_08,wood,yellow,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_05,wood,yellow,TRUE,1,FALSE,color,NA
participant037,list2,high,description,base,the orange bat,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant037,list2,low,description,irrelevant,the orange wooden bat,sound,#faac50,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant037,list2,high,description,relevant,the yellow bat,color,#f8dc4f,filler,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant037,list2,low,description,relevant,the yellow bat,color,#fac250,critical,metal_wood_08,wood,yellow,TRUE,1,FALSE,color,NA
participant037,list2,high,description,base,the yellow bat,color,#f8dc4f,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant037,list2,high,description,base,the yellow metal bat,sound,#f8dc4f,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,relevant,the yellow bat,color,#fac250,critical,metal_wood_08,wood,yellow,TRUE,1,FALSE,color,NA
participant037,list2,high,description,base,the orange metal bat,sound,#f8884f,critical,metal_wood_01,metal,orange,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,irrelevant,the yellow bat,color,#f8dc4f,critical,metal_wood_03,metal,yellow,TRUE,1,FALSE,color,NA
participant037,list2,low,description,irrelevant,the yellow metal bat,sound,#fac250,critical,metal_wood_00,metal,yellow,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,relevant,the yellow bat,color,#fac250,critical,metal_wood_01,metal,yellow,TRUE,1,FALSE,color,NA
participant037,list2,high,description,relevant,the yellow wooden bat,sound,#f8dc4f,filler,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,irrelevant,the orange bat,color,#f8884f,critical,metal_wood_03,metal,orange,TRUE,1,FALSE,color,NA
participant037,list2,low,description,relevant,the orange bat,color,#faac50,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant037,list2,low,description,irrelevant,the orange wooden bat,sound,#faac50,critical,metal_wood_09,wood,orange,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,relevant,the orange wooden bat,sound,#f8884f,critical,metal_wood_05,wood,orange,TRUE,2,TRUE,color & material,color
participant037,list2,low,description,irrelevant,the yellow wooden bat,sound,#fac250,critical,metal_wood_09,wood,yellow,TRUE,2,TRUE,color & material,color
participant037,list2,high,description,base,the orange bat,color,#f8884f,critical,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
participant037,list2,low,description,relevant,the orange wooden bat,sound,#f8884f,critical,metal_wood_05,wood,orange,TRUE,2,TRUE,color & material,color
participant037,list2,high,description,relevant,the orange bat,color,#f8884f,filler,metal_wood_08,wood,orange,TRUE,1,FALSE,color,NA
